pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S0102-85292016000100313,Domestic coalitions in the FTAA negotiations: the Brazilian case,2016,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292016000100313.json
S0102-85292017000300569,"Paradiplomacia, Políticas de Segurança e Redes de Cidades: o Caso da Unidade Temática de Segurança Cidadã das Mercocidades",2017,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292017000300569.json
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,agent_a,makes_implicit_causal_claim,not_found_in_text,low,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292021000100121.json
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",procure_original_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-85292021000100121.json
S0102-85292021000100121,Política Externa dos EUA para a América do Sul desde o 11 de Setembro: Negligência ou Militarização?,2021,Contexto Internacional,agent_b,makes_explicit_causal_claim,not_found_in_text,medium,pass_with_warnings,"The classification is true, but supporting evidence was not found in the body text.",TRUE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-85292021000100121.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,claims_any_statistically_significant_results,supported_by_text,none,fail,The classification does not claim statistically significant results.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,dependent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""criminal_policy_outputs"",""variable_description"":""Leis de segurança pública e justiça criminal aprovadas""}]","mecanismos não legais ou extralegais que envolvam a segurança pública no Brasil. A análise, portanto, limita-se ao conteúdo das l eis resultantes da votação final (outputs) do Parlamento brasileiro1. Em relação ao campo teórico, dialogo criticamente com as teses sobre o recrudescimento",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,independent_variables,supported_by_text,none,fail,All classified variables have textual evidence in the canonical body.,"[{""variable_name"":""law_origin_and_proponent"",""variable_description"":""Origem, partido, estado e região dos proponentes das leis""}]","aprovada por partido Em relação às iniciativas dos deputados e senadores, os dados referem-se somente aos projetos de leis com orige m na Câmara dos Deputados e no Senado Federal - o que totalizou 40 iniciativas que são oriundas especificamente do Congresso",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,makes_explicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,makes_implicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,paper_uses_survey_data,supported_by_text,none,fail,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,no_survey_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,references_power_analysis,supported_by_text,none,fail,The classification does not claim a power-analysis reference.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification does not claim specified estimating equations.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification makes no determinate identification-assumption claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522014000300315,Crime e Congresso Nacional: uma an&#225;lise da pol&#237;tica criminal aprovada de 1989 a 2006,2014,Revista Brasileira de Ciência Política,agent_c,uses_original_dataset,supported_by_text,none,fail,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.",structure_systematize,"possibilita dialogar com as interpretações produzidas até o momento sobre punição-políticas de segurança e justiça criminal a partir do banco de dados construído com as normas sancionadas no período descrito. Por essa especificidade, o trabalho não contempla uma análise das práticas e",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522014000300315.json
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0103-33522016000100121.json
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,agent_b,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",procure_original_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0103-33522016000100121.json
S0103-33522016000100121,Pesquisa e produção de conhecimento sobre a América Latina na ciência política brasileira,2016,Revista Brasileira de Ciência Política,agent_c,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S0103-33522016000100121.json
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,agent_a,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0103-33522017000300191.json
S0103-33522017000300191,Ciclos de protesto e repertório de ação do movimento indígena brasileiro entre 2009 e 2016: o caso da PEC 215,2017,Revista Brasileira de Ciência Política,agent_b,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0103-33522017000300191.json
