pid,title,year,journal_title,agent_id,field,value,previous_value
S0011-52582025000400220,O Jovem Claude Lefort entre Socialismo e Democracia: Uma Leitura Sociológica*,2025,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0011-52582025000400228,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,agent_a,seeks_determinants,<NULL>,FALSE
S0011-52582025000400228,"José Maria Ibiapina, um Ultramontano Heterodoxo?*",2025,Dados,agent_c,seeks_determinants,<NULL>,FALSE
S0034-73292005000200008,O Brasil e o Conselho de Segurança da Organização das Nações Unidas: dos anos 90 a 2002,2005,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292005000200008,O Brasil e o Conselho de Segurança da Organização das Nações Unidas: dos anos 90 a 2002,2005,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292008000100004,Aspectos da integração regional em defesa no Cone Sul,2008,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292008000100004,Aspectos da integração regional em defesa no Cone Sul,2008,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292009000100001,La Argentina y el Plan Marshall: promesas y realidades,2009,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292009000100001,La Argentina y el Plan Marshall: promesas y realidades,2009,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292010000300011,Parceria global emergente: Brasil e China,2010,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292010000300011,Parceria global emergente: Brasil e China,2010,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292011000200008,Brasil y la región: una potencia emergente y la integración regional sudamericana,2011,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292011000200008,Brasil y la región: una potencia emergente y la integración regional sudamericana,2011,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292012000300007,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,TRUE,<NULL>
S0034-73292012000300007,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292017000100203,Brazilian Foreign Policy Towards Internet Governance,2017,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292017000100203,Brazilian Foreign Policy Towards Internet Governance,2017,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292017000100218,Clashing frames: human rights and foreign policy in the Brazilian re-democratization process,2017,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292017000100218,Clashing frames: human rights and foreign policy in the Brazilian re-democratization process,2017,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,TRUE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,TRUE,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_c,seeks_determinants,TRUE,<NULL>
S0034-73292017000200208,The Brazilian participation in UNIFIL: raising Brazil&#8217;s profile in international peace and security in the Middle East?,2017,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292017000200208,The Brazilian participation in UNIFIL: raising Brazil&#8217;s profile in international peace and security in the Middle East?,2017,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,TRUE,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,TRUE,<NULL>
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,agent_c,seeks_determinants,<NULL>,TRUE
S0034-73292023000200502,Mercosur and Environment: progress in promoting the Sustainable Development Goals and the 2030 Agenda,2023,Revista Brasileira de Política Internacional,agent_a,seeks_determinants,FALSE,<NULL>
S0034-73292023000200502,Mercosur and Environment: progress in promoting the Sustainable Development Goals and the 2030 Agenda,2023,Revista Brasileira de Política Internacional,agent_b,seeks_determinants,FALSE,<NULL>
S0034-73292025000200604,Impact of China&#8211;Latin America Transportation Infrastructure Cooperation on Latin American Economies: A Project Data Study (2009&#8211;2023),2025,Revista Brasileira de Política Internacional,agent_c,seeks_determinants,FALSE,TRUE
S0034-76122006000100004,Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções,2006,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122006000100004,Articulação de políticas públicas a partir dos fóruns de competitividade setoriais: a experiência recente da cadeia produtiva têxtil e de confecções,2006,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122009000100006,Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar),2009,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122009000100006,Redes de C&T em institutos públicos de pesquisa brasileiros: o caso do Instituto Agronômico do Paraná (Iapar),2009,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122014000100004,Legitimidade das organizações da sociedade civil: análise de conteúdo à luz da teoria da capacidade crítica,2014,Revista de Administração Pública,agent_c,seeks_determinants,FALSE,<NULL>
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122014000500011,Dificuldades e perspectivas no acesso de micro e pequenas empresas a linhas de crédito públicas: o caso de Chapecó,2014,Revista de Administração Pública,agent_c,seeks_determinants,FALSE,<NULL>
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122014000600003,Problema da falta de vagas em creches: matriz de loops e a priorização de causas de problemas complexos,2014,Revista de Administração Pública,agent_c,seeks_determinants,FALSE,<NULL>
S0034-76122015000300563,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122015000300563,"A configuração institucional da política de esporte no Brasil: organização, evolução e dilemas",2015,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122016000600959,"Análise de políticas públicas no Brasil: de uma prática não nomeada à institucionalização do ""campo de públicas""",2016,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_a,seeks_determinants,FALSE,<NULL>
S0034-76122020000100181,"Ecossistema de inovação social, sustentabilidade e experimentação democrática: um estudo em Florianópolis",2020,Revista de Administração Pública,agent_b,seeks_determinants,FALSE,<NULL>
S0034-76122022000600694,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,agent_a,seeks_determinants,<NULL>,FALSE
S0034-76122022000600694,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,agent_b,seeks_determinants,<NULL>,FALSE
S0034-76122022000600694,O mito da meritocracia: academicismo e falhas metodológicas nos concursos públicos brasileiros,2022,Revista de Administração Pública,agent_c,seeks_determinants,<NULL>,FALSE
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,seeks_determinants,TRUE,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_b,seeks_determinants,TRUE,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_c,seeks_determinants,FALSE,<NULL>
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,agent_c,seeks_determinants,<NULL>,FALSE
S0101-33002015000100117,QUANTO VALE A ARTE CONTEMPORÂNEA?,2015,Novos estudos CEBRAP,agent_b,seeks_determinants,FALSE,<NULL>
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_a,seeks_determinants,TRUE,<NULL>
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,agent_b,seeks_determinants,FALSE,<NULL>
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,agent_b,seeks_determinants,FALSE,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_a,seeks_determinants,FALSE,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_b,seeks_determinants,FALSE,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_c,seeks_determinants,FALSE,<NULL>
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_a,seeks_determinants,<NULL>,FALSE
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_b,seeks_determinants,<NULL>,FALSE
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_c,seeks_determinants,<NULL>,FALSE
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_a,seeks_determinants,<NULL>,FALSE
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_b,seeks_determinants,<NULL>,FALSE
