pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S0102-69092024000100506,agent_b,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","Único de Assistência Social (Censo SUAS) de 2018 e 2019 e o Censo do Instituto Brasileiro de Geografia e Estatística (IB GE) de 2010. Ademais, utilizamos dados da Secretaria do Tesouro Nacional. O Censo do SUAS de 2019 foi a principal base",procure_original_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,main_causal_research_design,supported_by_text,none,The body contains method/design language consistent with the classified design.,"de Povos e Comunidades Tradicionais pelos CRAS. Para responder a este objetivo, utilizamos um desenho de pesquisa quantitativo operacionalizado por regressões logísticas. A equidade foi avaliada a partir da existência de estratégias específicas de atendimento de PCTs nos CRAS. A população do",Kitchen Sink Linear Model,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,makes_explicit_causal_claim,supported_by_text,none,The body contains direct causal/effect/impact language.,"esteve presente entre as perspectivas do II Plano Decenal de Assistência Social. A fim de alcançar coerência com uma estrutu ra cau sal, ainda que os dados observacionais e o modelo adotado tenham exigências fortes para inferência causal que sabemos que são",TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,specifies_estimate_equations,supported_by_text,none,"The body contains equation, model-specification, or regression language.","de Povos e Comunidades Tradicionais pelos CRAS. Para responder a este objetivo, utilizamos um desenho de pesquisa quantitativo operacionalizado por regressões logísticas. A equidade foi avaliada a partir da existência de estratégias específicas de atendimento de PCTs nos CRAS. A população do",TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,effort_to_explore_mechanisms,supported_by_text,none,No direct mechanism/channel language was found for the negative classification.,,No Mention of Mechanisms/Channels,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The body contains statistical-significance language.,"as chances de o atendimento ser equânime, conforme esperávamos. Contudo, poucas são as variáveis que se relacionam de forma estatisticame nte significa tiva com a existência de estratégias específicas de atendimento de PCTs nos CRAS. No Modelo 1, “fatores individuais”, a pertença",TRUE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092024000100506,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification does not claim preregistration or a pre-analysis plan.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092024000100506.json
S0102-69092025000100509,agent_b,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"the time of conquest to the present, has been less a spontaneous practice of defending indigenous rights and more a state instrument for control, integration, and administration, albeit often couched in the language of protection. João Pacheco de Oliveira (2016) argues that,","[{""variable_name"":""State action and omission"",""variable_description"":""Government policy, illegal mining, health-system failures and violence in Yanomami territory.""}]",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"1. Introduction Between 2019 and 2022, there was an exponential increase in hunger in the Yanomam i Indigenous Land (TIY), accompanied by a significant rise in mortality rates, particularly among children, due to malnutrition and associated causes. Severe food insecurity was part","[{""variable_name"":""Yanomami humanitarian crisis"",""variable_description"":""Hunger, malnutrition, mortality and rights violations in the Yanomami Indigenous Land.""}]",pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,uses_original_dataset,supported_by_text,none,No clear original-dataset evidence was found for the negative classification.,,not_original,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,main_causal_research_design,supported_by_text,none,The body contains method/design language consistent with the classified design.,"in mortality rates, particularly among children, due to malnutrition and associated causes. Severe food insecurity was part of a wider huma nitarian crisis marked by multiple forms of violence, both direct and indirect, including homicides, sexual abuse and exploitation of girls and",Other,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,makes_explicit_causal_claim,not_found_in_text,medium,"The classification is true, but supporting evidence was not found in the body text.",,TRUE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,statement_of_identification_assumptions,supported_by_text,none,The classification does not claim explicit identification assumptions.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,effort_to_explore_mechanisms,not_found_in_text,medium,"The classification claims mechanism/channel discussion, but supporting text was not found.",,Mechanisms/Channels Mentioned With Substantial Exploration,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
S0102-69092025000100509,agent_b,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-69092025000100509.json
